uid,facname,factype,latitude,longitude
30645,Achievement First Brooklyn HS,Charter School,40.677357,-73.942108
117539,PS 56-R,Elementary School,40.541948,-74.213901
18272,New World Prep Charter School,Charter School,40.639532,-74.136948
86884,International Cs Of NY Annex,Charter School,40.686806,-73.9771
100180,IS 49,Intermediate School,40.620479,-74.080885
101410,Academic High School,Academic High School,40.702343,-73.929649
96600,PS 124 & Playground,Elementary School,40.665683,-73.811274
8460,Morris Academy For Collaborative Studies,High school - Public,40.82726,-73.903853
88686,Kings Collegiate Charter School,Charter School,40.658896,-73.928745
92654,Community Partnership Charter,Charter School,40.690014,-73.96104
58147,PS 48 & Playground,Elementary School,40.694048,-73.796553
72506,Success Academy Charter Sch-NYC 14,Charter School,40.683946,-73.873688
23664,PS 152 Annex,Elementary School,40.628417,-73.928261
171631,Rosalyn Yalow Charter School,Charter School,40.836704,-73.917321
8671,PS 34,Special Education School,40.850279,-73.883802
41296,Global Community Charter School,Charter School,40.816973,-73.934899
163250,I. S. 381,Junior High-Intermediate-Middle School - Public,40.612588,-73.951438
94605,P.S. 033 Chelsea Prep,Elementary School - Public,40.748987,-74.000202
167875,IS 2 Parking,Intermediate School,40.656789,-73.951161
31600,"PS 138 Annex, E.C.C.#1",Elementary School,40.673768,-73.944966
40428,PS 152,Elementary School,40.753092,-73.900585
31751,PS 106 & Playground,Elementary School,40.693322,-73.913384
144539,Bronx Charter Sch-Excellence,Charter School,40.834093,-73.858542
134444,NYC Montessori Charter School,Charter School,40.808883,-73.92177
54825,Cardinal Mccloskey Community Charter,Charter School,40.851358,-73.887493
61545,Brooklyn Gardens Elementary School,Elementary School - Public,40.665554,-73.897632
117546,PS 35 & Playground,Elementary School,40.613426,-74.099502
41584,Achievement First Brownsville Charte,Charter School,40.674486,-73.913494
137027,The Family School,Elementary School - Public,40.832059,-73.917561
62719,Success Academy Charter School - Bronx 2,K-8 School - Charter,40.832255,-73.9142
105019,PS 122,Elementary School,40.882549,-73.893726
73030,Marta Valle High School,High school - Public,40.720182,-73.98597
131113,P.S. 015 Patrick F. Daly,Elementary School - Public,40.676941,-74.011652
62837,Lucero Elementary School,Elementary School - Public,40.840348,-73.915764
199711,Bronx Charter Sch For Excellence 5,Charter School,40.808756,-73.948875
135860,International Community High School,High school - Public,40.810208,-73.918450000000007
107695,Abraham Lincoln High School,High school - Public,40.582355,-73.968278
121745,P.S. 134 Henrietta Szold,Elementary School - Public,40.714351,-73.983048
114404,The Urban Assembly School For Law And Justice,High school - Public,40.694632,-73.988348
134437,Neighborhood School,Elementary School - Public,40.724425,-73.986221
162530,Muscota,Elementary School - Public,40.866366,-73.9239
92483,International High School At Lafayette,High school - Public,40.593591,-73.986157
83529,The Longwood Academy For Discovery,Elementary School - Public,40.820114,-73.898439
115468,The High School Of Fashion Industries,High school - Public,40.745671,-73.996355
99974,PS 19,Elementary School,40.630828,-74.127078
7225,John Ericsson Middle School 126,Junior High-Intermediate-Middle School - Public,40.719672,-73.948025
75660,PS 65,Elementary School,40.683395,-73.877248
82698,The Math & Science Exploratory School,Junior High-Intermediate-Middle School - Public,40.684276,-73.981105
119117,Brooklyn Democracy Academy,High school - Public,40.655764,-73.906688
77069,P.S. 282 Park Slope,K-8 School - Public,40.676633,-73.977799
5434,J.H.S. 057 Whitelaw Reid,Junior High-Intermediate-Middle School - Public,40.691539,-73.933211
84260,Queens High School For The Sciences At York College,High school - Public,40.700895,-73.798339
105828,Kurt Hahn Expeditionary Learning School,High school - Public,40.64804,-73.922224
69925,Sunset Park Prep,Junior High-Intermediate-Middle School - Public,40.652207,-74.007631
125830,"Felisa Rincon De Gautier Institute For Law And Public Policy, The",High school - Public,40.820829,-73.880771
108933,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle School - Public,40.685879,-73.869441
30234,High School For Media And Communications,High school - Public,40.855599,-73.926191
77047,P.S. 025 Bilingual School,Elementary School - Public,40.812835,-73.905695
110881,Esperanza Preparatory Academy,Secondary School - Public,40.792563,-73.942021
138586,Bronx High School For Law And Community Service,High school - Public,40.859514,-73.888599
6000,Citizens Of The World Charter School 1 Williamsburg,Elementary School - Charter,40.719672,-73.948025
8585,Dream Charter School,K-12 all grades School - Charter,40.785632,-73.940974
61473,Achievement First East New York Charter School,K-12 all grades School - Charter,40.663882,-73.893277
104053,P.S. 398 Walter Weaver,Elementary School - Public,40.663965,-73.927899
75623,Long Island City High School,High school - Public,40.765523,-73.933106
136906,"PS 128 Plygrnd & Mini-Schl,Jop",Elementary School,40.841452,-73.938072
42336,Brooklyn Ascend Charter Middle Sch,Charter School,40.664091,-73.921701
160336,P.S. 330,Elementary School - Public,40.757617,-73.858922
86227,Global Technology Preparatory,Junior High-Intermediate-Middle School - Public,40.80079,-73.939341
5332,M.S. 035 Stephen Decatur,Junior High-Intermediate-Middle School - Public,40.68165,-73.935747
68227,P.S. Q016 The Nancy Debenedittis School,Elementary School - Public,40.722628,-73.838687
103191,P.S. 140 Nathan Straus,K-8 School - Public,40.7191,-73.983552
83494,P.S. 046 Edward C. Blum,Elementary School - Public,40.694489,-73.971635
74907,El Puente Academy For Peace And Justice,High school - Public,40.705646,-73.955536
88768,P.S. 058,Elementary School - Public,40.846263,-73.898899
62631,P.S. 053 Basheer Quisim,Elementary School - Public,40.832626,-73.911919
113005,"The Brooklyn New School, P.S. 146",Elementary School - Public,40.679541,-74.001941
77447,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle School - Public,40.660496,-73.988286
105057,Bronx Collaborative High School,High school - Public,40.88128,-73.887483
39596,Brooklyn Studio Secondary School,Secondary School - Public,40.604995,-73.995081
90207,P.S. 335 Granville T. Woods,Elementary School - Public,40.674425,-73.92828
54897,PS 44,Elementary School,40.631675,-74.157325
86983,Brooklyn East Collegiate Charter School,Junior High-Intermediate-Middle School - Charter,40.678607,-73.966183
103458,Landmark High School,High school - Public,40.743356,-74.0025
198892,J.H.S. 383 Philippa Schuyler,Junior High-Intermediate-Middle School - Public,40.697694,-73.919288
99218,Business Technology Early College High School,High school - Public,40.733769,-73.739231
137027,The Family School,Elementary School - Public,40.832059,-73.917561
4249,P.S. 321 William Penn,Elementary School - Public,40.671676,-73.978353
62311,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle School - Public,40.82497,-73.873999
64239,P.S. 117 J. Keld / Briarwood School,Elementary School - Public,40.710305,-73.813031
62631,P.S. 053 Basheer Quisim,Elementary School - Public,40.832626,-73.911919
115065,Lighthouse Elementary School,Elementary School - Public,40.594606,-73.767023
137960,Urban Assembly Cs - Computer Science,Charter School,40.831814,-73.878702
110862,P.S. 095 Sheila Mencher,K-8 School - Public,40.883103,-73.891558
129513,P.S./I.S. 78q,K-8 School - Public,40.744322,-73.956955
61386,Pre-K Annex Of PS 276,Elementary School,40.634617,-73.906408
30516,Brooklyn Prospect Charter-Csd 15,Charter School,40.647946,-73.978706
117318,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K-8 School - Public,40.695397,-73.959993
92603,Achievement First Brownsville Charter School,K-12 all grades School - Charter,40.674491,-73.91326
129421,P.S. 129 John H. Finley,K-8 School - Public,40.814976,-73.952175
96619,P.S. 120 Queens,Elementary School - Public,40.745172,-73.828903
76579,St. Hope Leadership Academy Charter School,Junior High-Intermediate-Middle School - Charter,40.814944,-73.945854
95546,Roads Charter School II,High school - Charter,40.823276,-73.898313
125769,Community Action School - Ms 258,Junior High-Intermediate-Middle School - Public,40.791462,-73.970972
123537,University Heights Secondary School,High school - Public,40.818132,-73.911522
31855,All City Leadership Secondary School,Secondary School - Public,40.69767,-73.913205
72326,Ralph A. Fabrizio School,Elementary School - Public,40.630427,-74.018795
97250,Grover Cleveland High School,High school - Public,40.711579,-73.909229
135825,P.S. 9 Ryer Avenue Elementary School,Elementary School - Public,40.856618,-73.898821
83380,Kipp Acad Elementary Charter School,Charter School,40.822573,-73.923545
63497,P.S./I.S. 54,Elementary School - Public,40.86494,-73.887843
60265,P.S. 119 Amersfort,Elementary School - Public,40.626036,-73.938811
32679,The Steam Bridge School,Elementary School - Public,40.843536,-73.865121
110978,The Lexington Academy,K-8 School - Public,40.791288,-73.947573
22605,PS 25 & PS 4 Portable,Special Education School,40.539687,-74.236942
113176,International High School At Laguardia Community College,High school - Public,40.743283,-73.933339
135026,Success Academy Charter School - Bronx 3,Elementary School - Charter,40.824941,-73.905765
85625,P.S. 193 Alfred J. Kennedy,Elementary School - Public,40.792118,-73.809496
147039,PS 53 Mini Schools 1 And 2,Elementary School,40.833392,-73.911468
5565,Success Academy Prospect Heights (Brooklyn 6),Elementary School - Charter,40.673938,-73.95136
82853,P.S. 142 Amalia Castro,Elementary School - Public,40.71825,-73.984063
134233,P.S. 015 Roberto Clemente,Elementary School - Public,40.72188,-73.978737
111095,"Heritage School, The",High school - Public,40.791986,-73.946782
8710,IS 51 Annex,Intermediate School,40.620393,-74.164543
122281,PS 23,Elementary School,40.570846,-74.132912
101597,Fiorello H. Laguardia High School Of Music & Art And Performing Arts,High school - Public,40.774189,-73.98596
61244,Teachers Preparatory High School,Secondary School - Public,40.665575,-73.912083
105846,New York City Lab Middle School For Collaborative Studies,Junior High-Intermediate-Middle School - Public,40.742569,-74.00236
49763,Harlem Link Charter School,Elementary School - Charter,40.798458,-73.949953
77011,P.S. 5 Port Morris,K-8 School - Public,40.813657,-73.908456
69819,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle School - Public,40.720417,-73.746544
76454,Aspirations Diploma Plus High School,High school - Public,40.677518,-73.903988
116786,Success Academy Hell's Kitchen (Manhattan 2),Elementary School - Charter,40.763798,-73.990398
31674,Ronald Edmonds Learning Center II,Junior High-Intermediate-Middle School - Public,40.673048,-73.91999
122209,East Side Middle School,Junior High-Intermediate-Middle School - Public,40.780605,-73.947521
157913,Harlem Hebrew Language Academy,Charter School,40.751176,-73.981675
81068,Satellite East Middle School,Junior High-Intermediate-Middle School - Public,40.685738,-73.945262
108937,Highland Park Community School,Junior High-Intermediate-Middle School - Public,40.685879,-73.869441
138638,P.S. 032 Belmont,Elementary School - Public,40.85182,-73.886224
116220,P.S. 226,Elementary School - Public,40.855491,-73.916188
93854,Coney Island Prep Public Charter Sch,Charter School,40.598903,-73.974224
134003,The 47 American Sign Language & English Lower School,K-8 School - Public,40.738625,-73.981555
25643,Kipp Washington Heights Middle School,K-12 all grades School - Charter,40.846159,-73.935114
101753,East New York Family Academy,Secondary School - Public,40.661269,-73.886765
160508,Harlem Village Academy Charter School,K-12 all grades School - Charter,40.821262,-73.940805
89199,P.S. 015 Jackie Robinson,Elementary School - Public,40.686025,-73.756929
5556,P.S. 138 Brooklyn,K-8 School - Public,40.673938,-73.95136
75518,P.S. 021 Edward Hart,Elementary School - Public,40.774179,-73.818394
75638,P.S. K134,Elementary School - Public,40.632123,-73.973184
131249,P.S. 272 Curtis Estabrook,Elementary School - Public,40.635492,-73.886401
89219,Achievement First University Prep,Charter School,40.700957,-73.92767
162283,Community Roots Charter School,Charter School,40.695445,-73.977903
82816,P.S. 025 Eubie Blake School,Elementary School - Public,40.69147,-73.940709
162451,P.S. 008 Robert Fulton,K-8 School - Public,40.695434,-73.985607
74510,J.H.S. 218 James P. Sinnott,Junior High-Intermediate-Middle School - Public,40.670153,-73.874523
92526,Mark Twain I.S. 239 For The Gifted & Talented,Junior High-Intermediate-Middle School - Public,40.578659,-73.992405
33633,Stephen T. Mather Building Arts & Craftsmanship High School,High school - Public,40.763798,-73.990398
91279,P.S. 040 Samuel Huntington,Elementary School - Public,40.69399,-73.79091
9293,Port Richmond HS & Af,Academic High School,40.634601,-74.142403
116679,I.S. 289,Junior High-Intermediate-Middle School - Public,40.716969,-74.013793
94371,P.S. 146 Howard Beach,K-8 School - Public,40.660521,-73.834777
162618,Harlem Village Academy West Charter,Charter School,40.821325,-73.940736
117253,Edward A. Reynolds West Side High School,High school - Public,40.797117,-73.966788
87030,Franklin Delano Roosevelt High School,High school - Public,40.621239,-73.982368
193830,Washington Heights Expeditionary Learning School,K-12 all grades School - Public,40.849255,-73.930915
123878,Paula Hedbavny School,K-8 School - Public,40.871662,-73.91248
80050,P.S. 251 Paerdegat,Elementary School - Public,40.63131,-73.923872
159520,Bushwick Community High School,High school - Public,40.69566,-73.915428
123743,M.S. 839,Junior High-Intermediate-Middle School - Public,40.64797,-73.973159
85480,York Early College Academy,Secondary School - Public,40.69713,-73.786572
83652,Brooklyn Frontiers High School,High school - Public,40.690002,-73.989325
5212,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle School - Public,40.621955,-73.995752
154452,PS 22,Elementary School,40.624806,-74.150561
68323,P.S. Q086,Elementary School - Public,40.709407,-73.803656
137959,Mott Hall V,Secondary School - Public,40.832101,-73.877455
83625,P.S. 261 Philip Livingston,Elementary School - Public,40.687125,-73.988398
93608,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle School - Public,40.618765,-74.013284
148771,Zeta Charter School - Bronx 1,Charter School,40.809413,-73.925387
87439,East Williamsburg Scholars Academy,High school - Public,40.711725,-73.939269
164174,"PS 19, Mini-School, Playground",Elementary School,40.748564,-73.866547
95907,The 51 Avenue Academy (The Path To Academic Excellence),Elementary School - Public,40.737222,-73.887084
57890,P.S. 196 Ten Eyck,Elementary School - Public,40.708772,-73.939569
163410,Broome St Academy Charter High Schoo,Charter School,40.724132,-74.005063
138369,P.S. 277,Elementary School - Public,40.813362,-73.913791
83375,Careers In Sports High School,High school - Public,40.822036,-73.923397
62836,The Walton Avenue School,Elementary School - Public,40.840348,-73.915764
136781,PS 148,Special Education School,40.786327,-73.979225
56361,Success Academy Charter-Harlem 6,Charter School,40.816213,-73.953495
136955,Success Academy Charter Schools-Bron,Charter School,40.827892,-73.914175
70668,P.S. 144 Col Jeromus Remsen,Elementary School - Public,40.714978,-73.852848
163836,C.E.S. 104,Elementary School,40.84676,-73.918319
105701,Mott Hall Charter School,Charter School,40.831002,-73.9022
47970,High School For Arts And Business,High school - Public,40.737652,-73.853459
72511,Success Academy Charter Sch-NYC 12,Charter School,40.683946,-73.873688
32981,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle School - Public,40.728683,-73.893383
105827,It Takes A Village Academy,High school - Public,40.64804,-73.922224
103642,New Bridges Elementary,Elementary School - Public,40.669488,-73.934322
92480,Life Academy High School For Film And Music,High school - Public,40.593591,-73.986157
107433,Elijah Stroud Middle School,Junior High-Intermediate-Middle School - Public,40.674573,-73.960911
113269,Summit Academy Charter School,Charter School,40.677711,-74.005039
39544,Brooklyn Preparatory High School,High school - Public,40.715528,-73.954876
71161,P.S./M.S. 114 Belle Harbor,K-8 School - Public,40.57776,-73.854484
105962,P.S. 130 Hernando De Soto,Elementary School - Public,40.718695,-73.998331
20283,P.S. 056 Harry Eichler,Elementary School - Public,40.699073,-73.835593
84958,P.S./ I.S. 155 Nicholas Herkimer,K-8 School - Public,40.677615,-73.908698
69902,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle School - Public,40.652207,-74.007631
123696,International Leadership Charter Hig,Charter School,40.881035,-73.909318
119095,IS 340 (Old PS 111),Intermediate School,40.676265,-73.969788
110763,Frank Mccourt High School,High school - Public,40.785965,-73.97405
161835,P.S. 092 Harry T. Stewart Sr.,Elementary School - Public,40.756011,-73.868683
104442,I.S. 125 Thom J. Mccann Woodside,Junior High-Intermediate-Middle School - Public,40.740562,-73.918683
158925,P.S. 195 William Haberle,Elementary School - Public,40.652672,-73.735167
73687,P.S. 032 State Street,Elementary School - Public,40.765215,-73.794324
90092,Yorkville East Middle School,Junior High-Intermediate-Middle School - Public,40.770283,-73.950776
59076,New Public Schoool,Elementary School,40.594572,-73.771366
61303,Explore Excel Charter School,K-8 School - Charter,40.635177,-73.910882
73642,P.S. 091 Richard Arkwright,Elementary School - Public,40.703534,-73.88405
123829,P.S. 018 Park Terrace,K-8 School - Public,40.871456,-73.911746
102756,Future Leaders Institute Charter School,K-8 School - Charter,40.806152,-73.948418
104949,P.S. 204 Morris Heights,Elementary School - Public,40.84999,-73.915268
103464,Humanities Preparatory Academy,High school - Public,40.743356,-74.0025
193841,The College Academy,High school - Public,40.855599,-73.926191
25632,IS 90,Intermediate School,40.839216,-73.935729
101607,West End Secondary School,Secondary School - Public,40.772609,-73.988334
153921,Williamsburg High School For Architecture And Design,High school - Public,40.715528,-73.954876
75492,J.H.S. 189 Daniel Carter Beard,Junior High-Intermediate-Middle School - Public,40.760077,-73.818276
127781,P.S. 048 Joseph R. Drake,Elementary School - Public,40.814116,-73.886866
200810,Norma Adams Clemons Academy,Elementary School - Public,40.649043,-73.956244
79041,Kipp Amp Charter School,Charter School,40.672304,-73.937243
116597,P.S. 234 Independence School,Elementary School - Public,40.716231,-74.011639
72904,Repertory Company High School For Theatre Arts,High school - Public,40.756075,-73.984396
78944,Harlem Children's Zone Promise,Charter School,40.806147,-73.940978
193795,P.S. 173,Elementary School - Public,40.845512,-73.939899
7264,The Williamsburg High School Of Art And Technology,High school - Public,40.709757,-73.944495
123454,Bronx Center For Science And Mathematics,High school - Public,40.833949,-73.90273
74503,"The School For Classics: An Academy Of Thinkers, Writers And Performers",High school - Public,40.670153,-73.874523
79117,Bronx Charter School For Better Learning II,Elementary School - Charter,40.864306,-73.836551
69891,I.S. 093 Ridgewood,Junior High-Intermediate-Middle School - Public,40.705604,-73.903064
33102,P.S. 748 Brooklyn School For Global Scholars,Elementary School - Public,40.60692,-74.007275
1410,P.S. 172 Beacon School Of Excellence,Elementary School - Public,40.657752,-74.0003
69941,P.S./M.S. 147 Ronald Mcnair,K-8 School - Public,40.697607,-73.740362
85459,P.S. 160 Walter Francis Bishop,Elementary School - Public,40.688174,-73.799853
137963,The Metropolitan Soundview High School,High school - Public,40.832034,-73.878476
180477,New Visions Aim Charter HS I,Charter School,40.677254,-73.903916
181282,Cobble Hill School Of American Studies,High school - Public,40.684874,-73.990887
31812,P.S. 376,Elementary School - Public,40.698064,-73.920222
45688,P.S. 345 Patrolman Robert Bolden,Elementary School - Public,40.676217,-73.879844
61280,New American Acad Charter Sch (The),Charter School,40.651526,-73.914194
5088,Brooklyn Prospect Charter School Downtown,Junior High-Intermediate-Middle School - Charter,40.692048,-73.95844
73152,P.S. 153 Homecrest,Elementary School - Public,40.601177,-73.960025
72156,P.S. 028 Mount Hope,Elementary School - Public,40.848319,-73.903673
143517,New Dawn Charter HS II,Charter School,40.683001,-73.990495
92731,P.S. 022 Thomas Jefferson,Elementary School - Public,40.761783,-73.810932
123569,Mott Haven Village Preparatory High School,High school - Public,40.818132,-73.911522
61815,Achievement First Apollo Charter School,K-8 School - Charter,40.676946,-73.883839
157278,PS 226,Elementary School,40.770549,-73.763666
123707,P.S. 153 Helen Keller,Elementary School - Public,40.873049,-73.833094
33670,Compass Charter School,Charter School,40.708683,-74.01166
3284,School,School,40.593553,-73.766581
86828,New Visions Chtr HS-Humanities IIi,Charter School,40.593497,-73.93671
26574,PS 55 Annex,Elementary School,40.691287,-73.81766
83766,PS 370,Elementary School,40.577701,-73.969841
91279,P.S. 040 Samuel Huntington,Elementary School - Public,40.69399,-73.79091
74481,P.S. 150 Christopher,Elementary School - Public,40.668636,-73.905093
143414,Bronx Community Charter School Annex,Charter School,40.855792,-73.896118
155615,P.S. 200- The James Mccune Smith School,Elementary School - Public,40.823929,-73.935672
101585,Special Music School,K-12 all grades School - Public,40.7749,-73.98563
68273,P.S. 182 Samantha Smith,Elementary School - Public,40.706446,-73.801312
34741,School For Excellence,High school - Public,40.82726,-73.903853
30229,High School For Health Careers And Sciences,High school - Public,40.855599,-73.926191
147609,Kings Collegiate Charter High School,Charter School,40.677354,-73.942115
119130,Leadership Prep Brownsville Charter,Charter School,40.655764,-73.906688
47639,Success Academy Charter School - Harlem 2,K-8 School - Charter,40.815707,-73.955626
84280,P.S. 199 Maurice A. Fitzgerald,Elementary School - Public,40.736918,-73.92156
116680,P.S. 89,Elementary School - Public,40.716969,-74.013793
61862,Academic Leadership Charter School,K-8 School - Charter,40.811063,-73.909358
97713,P.S. 041 Gun Hill Road,Elementary School - Public,40.874646,-73.867862
73190,Pace High School,High school - Public,40.716236,-73.993602
121530,Academy For Software Engineering,High school - Public,40.735319,-73.987085
79981,Success Academy Charter-Bed Stuy 2,Charter School,40.6976,-73.943553
108902,Theatre Arts Production Company School,Secondary School - Public,40.854434,-73.897229
64232,J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle School - Public,40.710411,-73.811821
69843,Intermediate School,Intermediate School,40.699686,-73.905001
163046,Frederick Douglass Academy Vii High School,High school - Public,40.665575,-73.912083
24534,P.S. 087 Bronx,Elementary School - Public,40.895483,-73.846006
167906,Cynthia Jenkins School,Elementary School - Public,40.676253,-73.758612
63484,Academy For Scholarship And Entrepreneurship: A College Board School,High school - Public,40.88822,-73.852669
106853,P.S. 182,Elementary School - Public,40.818739,-73.856897
130000,East Side Community School,Secondary School - Public,40.729141,-73.982481
5984,I.S. 096 Seth Low,Junior High-Intermediate-Middle School - Public,40.607989,-73.984972
103457,"James Baldwin School, The: A School For Expeditionary Learning",High school - Public,40.743356,-74.0025
85459,P.S. 160 Walter Francis Bishop,Elementary School - Public,40.688174,-73.799853
134866,P.S. 096 Joseph Lanzetta,K-8 School - Public,40.799843,-73.937112
5517,Brooklyn Arts And Science Elementary School,Elementary School - Public,40.677021,-73.960053
154526,P.S. 012 James B. Colgate,Elementary School - Public,40.742298,-73.893068
99349,P.S. 221 The North Hills School,Elementary School - Public,40.758571,-73.731311
136875,Castle Bridge School,Elementary School - Public,40.841028,-73.938751
107513,P.S. 139 Alexine A. Fenty,Elementary School - Public,40.641321,-73.965812
41758,P.S. 016 Wakefield,Elementary School - Public,40.902306,-73.854449
30126,Democracy Prep Harlem Charter School,K-12 all grades School - Charter,40.806978,-73.93861
77528,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle School - Public,40.626213,-74.014778
21456,Excellence Girls Charter School,Charter School,40.688161,-73.924345
30992,Success Academy Cs - Bronx 4,Charter School,40.823491,-73.859805
113229,Elm Tree Elementary School,Elementary School - Public,40.735877,-73.878624
122202,Harvey Milk High School,High school - Public,40.72978,-73.992721
96655,"The Queens College School For Math, Science And Technology",K-8 School - Public,40.738689,-73.820985
162712,Success Academy Charter School - Bed-Stuy 1,K-8 School - Charter,40.696705,-73.947263
139988,P.S. 97 The Highlawn,Elementary School - Public,40.601162,-73.98569
158039,John W Lavelle Prep Charter School,Charter School,40.607354,-74.172985
32656,Young Voices Academy Of The Bronx,Elementary School - Public,40.854241,-73.863501
77520,P.S. 256 Benjamin Banneker,Elementary School - Public,40.690516,-73.94983
154635,P.S. 123 Suydam,Elementary School - Public,40.704104,-73.922504
159663,Icahn Charter School 6 - Middle Scho,Charter School,40.837913,-73.868495
88773,Traffic Enforcement Command,Academic High School,40.846486,-73.896604
22940,Bridge Preparatory Charter School,Charter School,40.547844,-74.178517
135808,P.S. 130 Abram Stevens Hewitt,Elementary School - Public,40.817721,-73.90188
3041,P.S./M.S. 200 - The Pomonok School & Star Academy,K-8 School - Public,40.731169,-73.805531
182127,P.S. 180 Hugo Newman,K-8 School - Public,40.807618,-73.955941
71173,P.S. 079 Francis Lewis,Elementary School - Public,40.78622,-73.817537
63483,The Bronxwood Preparatory Academy,High school - Public,40.88822,-73.852669
149999,Equity Project Charter School (The),Charter School,40.855786,-73.926514
156779,Explore Excel Charter Upper Campus,Charter School,40.635177,-73.910882
151495,"High School For Mathematics, Science And Engineering At City College",High school - Public,40.821477,-73.949042
5686,P.S. 329 Surfside,Elementary School - Public,40.574844,-73.9958
81820,PS 80  The Thurgood Marshall Magnet School Of Multimedia And Communication,Elementary School - Public,40.673344,-73.769204
62444,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle School - Public,40.832255,-73.9142
88537,P.S. 011 Highbridge,Elementary School - Public,40.839769,-73.925909
41797,P.S. 029 Queens,Elementary School - Public,40.778152,-73.842971
105795,PS 45,Elementary School,40.628507,-74.107468
77516,Community Partnership Charter School,K-8 School - Charter,40.690516,-73.94983
8623,P.S. 146 Ann M. Short,Elementary School - Public,40.789716,-73.939083
75524,J.H.S. 185 Edward Bleeker,Junior High-Intermediate-Middle School - Public,40.774919,-73.81842
47522,PS 177 & Playground,Special Education School,40.743266,-73.78733
116796,Professional Performing Arts High School,Secondary School - Public,40.761347,-73.98865
49881,PS 41,Elementary School,40.573597,-74.108493
119098,P.S. 084 Jose De Diego,K-8 School - Public,40.71492,-73.963433
178334,Liberty High School Academy For Newcomers,High school - Public,40.741821,-74.000236
58054,J F Kennedy Airport,Academic High School,40.640597,-73.758024
61731,High School For Civil Rights,High school - Public,40.666862,-73.895127
167497,PS 58,Special Education School,40.764163,-73.985913
76615,Jill Chaifetz Transfer High School,High school - Public,40.818869,-73.905332
91366,Bronx Envision Academy,High school - Public,40.836304,-73.890646
4249,P.S. 321 William Penn,Elementary School - Public,40.671676,-73.978353
193771,Harbor Heights,Junior High-Intermediate-Middle School - Public,40.845512,-73.939899
5943,P.S. 238 Anne Sullivan,K-8 School - Public,40.608783,-73.964617
78909,Voyages Prep - South Queens,High school - Public,40.674746,-73.783242
106823,Bronx Compass High School,High school - Public,40.821438,-73.855897
61473,Achievement First East New York Charter School,K-12 all grades School - Charter,40.700957,-73.92767
62313,P.S. 152 Evergreen,Elementary School - Public,40.823964,-73.880489
26194,W.E.B. Dubois Academic High School,High school - Public,40.669508,-73.955165
109798,City College Academy Of The Arts,Secondary School - Public,40.860897,-73.930016
63438,Bronx High School For Writing And Communication Arts,High school - Public,40.875185,-73.861635
5908,Achievement First North Brooklyn Prep Charter School,Elementary School - Charter,40.693811,-73.914892
77630,Achievement First Voyager Charter,Charter School,40.656245,-73.953879
109982,"P.S. 279 Captain Manuel Rivera, Jr.",K-8 School - Public,40.854687,-73.905012
68516,P.S. 013 Clement C. Moore,Elementary School - Public,40.737344,-73.867795
87545,P.S. 042 Claremont,Elementary School - Public,40.838594,-73.903114
73292,I.S. 313 School Of Leadership Development,Junior High-Intermediate-Middle School - Public,40.8406,-73.90418
72334,High School Of Telecommunication Arts And Technology,High school - Public,40.636699,-74.023365
63232,P.S. 108 Philip J. Abinanti,Elementary School - Public,40.85456,-73.852929
164368,Jhs 252 & Playground,Elementary School,40.65771,-73.919818
8424,School For Tourism And Hospitality,High school - Public,40.821714,-73.90282
77300,The Bellaire School,Elementary School - Public,40.72086,-73.757636
101617,"High School For Law, Advocacy And Community Justice",High school - Public,40.7749,-73.98563
127781,P.S. 048 Joseph R. Drake,Elementary School - Public,40.813639,-73.887585
111941,The Highbridge Green School,Junior High-Intermediate-Middle School - Public,40.838172,-73.928112
77323,Mott Hall Iv,Junior High-Intermediate-Middle School - Public,40.67807,-73.915367
109839,The Alain L. Locke Magnet School For Environmental Stewardship,Elementary School - Public,40.798458,-73.949953
92605,Elementary School,Elementary School,40.67341,-73.911953
63581,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle School - Public,40.684658,-73.84762
83267,P.S. 007 Abraham Lincoln,Elementary School - Public,40.689311,-73.873024
155797,Dream Charter High School,Charter School,40.794896,-73.934574
32981,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle School - Public,40.728683,-73.893383
58101,P.S. 143 Louis Armstrong,Elementary School - Public,40.755801,-73.855963
94692,P.S. 269 Nostrand,Elementary School - Public,40.637691,-73.947712
152428,Icahn Charter School 3,Charter School,40.856903,-73.843319
88698,P.S. 023 The New Children's School,Elementary School - Public,40.853364,-73.894817
86835,New Visions Charter High School For The Humanities IIi,High school - Charter,40.593497,-73.93671
131764,Fort Hamilton High School,High school - Public,40.627177,-74.039362
